REC_NO,XRAY_RA,XRAY_DEC,LABEL,u_mag_auto,err_u_mag_auto,g_mag_auto,err_g_mag_auto,r_mag_auto,err_r_mag_auto,i_mag_auto,err_i_mag_auto,z_mag_auto,err_z_mag_auto,Separation
1393,333.4831237792969,-0.41592836380004883,1,21.6121,0.0688,20.931,0.0183,20.2042,0.0139,19.8759,0.0128,19.5285,0.0297,1.9421500172791115
1393,333.4831237792969,-0.41592836380004883,0,24.8784,1.3421,22.9278,0.0899,22.58,0.0994,21.4011,0.0542,21.4606,0.1978,9.68930115986329
1396,333.5303649902344,0.12307041883468628,1,20.7762,0.0457,20.5685,0.0153,20.3769,0.0165,20.3655,0.0211,20.2366,0.065,4.378375550081766
1400,333.5514221191406,-0.16963990032672882,1,21.1818,0.0646,20.4733,0.0149,19.5872,0.0107,19.1251,0.0101,18.6559,0.0218,1.9822050242980362
1400,333.5514221191406,-0.16963990032672882,0,28.5398,33.9942,23.8509,0.1559,23.5943,0.1926,23.2036,0.2127,22.3337,0.3745,8.254678158521505
1406,333.5976257324219,0.29150763154029846,0,21.0686,0.055,19.9107,0.0109,19.4274,0.0093,19.1972,0.0102,19.1168,0.0271,8.961748867496283
1406,333.5976257324219,0.29150763154029846,1,21.7884,0.0824,21.8503,0.0309,21.5221,0.0312,21.2045,0.035,21.0758,0.105,1.4342430737253755
1406,333.5976257324219,0.29150763154029846,0,31.6559,388.4581,24.2285,0.1536,22.7537,0.0686,21.1942,0.0316,20.3463,0.0544,9.775744455040813
1406,333.5976257324219,0.29150763154029846,0,23.6864,0.3293,22.5413,0.048,22.1496,0.0482,22.0148,0.0643,21.9552,0.2159,7.050920882559268
1412,333.6208801269531,-0.1672355979681015,1,23.5504,0.3049,22.1757,0.0373,21.7441,0.0358,21.7447,0.0494,21.3289,0.1232,0.4064645565085144
1424,333.68890380859375,-0.489069402217865,1,17.211,0.0077,15.386,0.0013,14.5729,9.0E-4,14.2182,8.0E-4,13.9832,0.0018,1.9085031330316842
1426,333.6951599121094,0.5563746094703674,0,19.6633,0.0261,18.2514,0.0049,17.6396,0.0039,17.4059,0.0041,17.2809,0.0098,3.5127314389235575
1426,333.6951599121094,0.5563746094703674,1,18.5267,0.0148,18.3389,0.0051,18.1359,0.005,18.1282,0.006,17.9711,0.0144,1.3507680199131213
1430,333.70074462890625,0.45196816325187683,1,21.6691,0.0768,21.3313,0.0239,21.1401,0.0258,20.8907,0.0297,20.3875,0.0607,2.2030636464123945
1430,333.70074462890625,0.45196816325187683,0,23.1071,0.2502,22.0619,0.0427,20.7263,0.0217,20.1909,0.0204,19.7876,0.0447,5.0815186299567525
1430,333.70074462890625,0.45196816325187683,0,24.4757,0.6621,23.4198,0.1048,22.753,0.0875,21.8637,0.0628,21.3059,0.1251,7.778620418805728
1431,333.7028503417969,0.41863179206848145,1,19.1533,0.0195,19.0033,0.0069,18.9382,0.0071,18.6712,0.0074,18.6268,0.0186,1.76204644630883
1431,333.7028503417969,0.41863179206848145,0,25.2684,0.85,24.0389,0.1152,23.9053,0.1442,23.7185,0.1884,24.6046,1.4283,8.627559382169947
1433,333.7038879394531,-0.44338589906692505,1,22.0534,0.1013,21.6241,0.0289,21.2408,0.0282,21.1172,0.034,20.6423,0.0728,5.24888135842642
1435,333.7132873535156,0.12364506721496582,0,18.7206,0.0156,17.2416,0.003,16.625,0.0024,16.4109,0.0024,16.2879,0.0058,9.882628491419409
1435,333.7132873535156,0.12364506721496582,1,19.6381,0.0248,19.0749,0.0071,18.9116,0.0074,18.6616,0.0076,18.6364,0.0215,1.2436019480550535
1435,333.7132873535156,0.12364506721496582,0,24.0544,0.3655,24.3522,0.1691,24.1369,0.2192,23.4521,0.1778,24.0114,1.1642,7.786407702669108
1439,333.7346496582031,0.33282676339149475,1,19.5556,0.0257,19.186,0.0079,18.8325,0.0073,18.3997,0.0071,18.1183,0.0169,2.1998329362000875
1439,333.7346496582031,0.33282676339149475,0,24.8885,1.0439,24.5139,0.254,23.8272,0.2107,23.5699,0.2714,99.0,99.0,9.515487500257082
1439,333.7346496582031,0.33282676339149475,0,24.3074,0.9947,23.6467,0.1863,21.9294,0.0636,21.1236,0.0499,20.9013,0.1494,5.2248520166556425
1459,333.8411865234375,0.5821243524551392,1,21.4488,0.0664,21.0337,0.0199,20.9755,0.0229,21.0163,0.0321,20.5795,0.0702,1.9109793220367393
1459,333.8411865234375,0.5821243524551392,0,23.2256,0.2144,22.1637,0.0386,21.5723,0.0328,21.4612,0.0422,21.2714,0.1126,8.308243224010146
1459,333.8411865234375,0.5821243524551392,0,24.256,0.5764,23.9563,0.1714,22.7214,0.0895,22.1281,0.0822,21.6957,0.1865,2.4348722497114546
1465,333.8680725097656,0.3324710726737976,1,22.6049,0.1841,20.8102,0.0185,19.2491,0.0089,17.7491,0.0049,16.9044,0.0082,1.554981461117251
1465,333.8680725097656,0.3324710726737976,0,24.2701,0.6982,23.3728,0.1087,22.4371,0.0749,21.7357,0.063,21.4556,0.1803,5.355787982816288
1469,333.87579345703125,0.6545321345329285,0,24.3977,1.0144,23.8827,0.2211,23.3033,0.2058,23.2064,0.2981,21.618,0.2307,7.041627336145164
1469,333.87579345703125,0.6545321345329285,1,21.5868,0.1293,20.1244,0.0153,18.8031,0.0081,18.2456,0.0075,17.8483,0.0159,4.262905520593448
1477,333.89410400390625,0.3570200502872467,1,19.8181,0.0282,19.55,0.0092,19.3482,0.0092,19.137,0.0101,19.2623,0.0315,1.716024597494835
1477,333.89410400390625,0.3570200502872467,0,22.6339,0.1935,21.7876,0.0354,21.2938,0.0333,20.9975,0.0385,21.0072,0.1369,8.335952601614691
1480,333.9102478027344,-0.5390844345092773,1,21.7003,0.0795,21.1442,0.0215,20.9861,0.024,20.4985,0.0213,20.241,0.0541,3.506024912701697
1480,333.9102478027344,-0.5390844345092773,0,24.017,0.6361,22.6306,0.0708,21.5109,0.0419,20.8079,0.0334,20.5428,0.0877,4.647545993303323
1480,333.9102478027344,-0.5390844345092773,0,25.3497,2.892,22.8445,0.1089,21.2596,0.0434,20.1508,0.025,19.8224,0.0623,8.640740959784582
1484,333.9218444824219,0.3099972903728485,1,18.1243,0.0142,16.85,0.0026,16.2022,0.0021,15.79,0.002,15.5726,0.0048,1.9799765816281885
1487,333.9387512207031,0.7565057277679443,1,23.1796,0.2321,22.2598,0.0421,21.5028,0.0324,21.1509,0.0348,20.3158,0.0518,1.992587799569406
1487,333.9387512207031,0.7565057277679443,0,23.6082,0.4251,23.7767,0.168,23.0772,0.1427,22.3767,0.1168,21.74,0.2102,6.427395764362874
1487,333.9387512207031,0.7565057277679443,0,99.0,99.0,24.0984,0.1765,22.5252,0.072,22.0131,0.0691,21.6618,0.1562,9.054742120527134
1489,333.9414367675781,0.8491471409797668,1,20.8777,0.0465,21.0653,0.0208,21.2087,0.0284,20.8427,0.0302,20.9044,0.1005,4.837180099485624
1489,333.9414367675781,0.8491471409797668,0,22.944,0.1471,24.2884,0.1534,24.1305,0.2018,23.9594,0.263,99.0,99.0,9.07117279260224
1490,333.9491271972656,0.8085981607437134,1,22.1038,0.0944,22.0227,0.0343,22.2538,0.0526,21.9794,0.0612,21.6895,0.1448,2.455957510471571
1492,333.96014404296875,0.856652021408081,1,22.8972,0.1712,21.9562,0.0334,21.3529,0.0283,21.1755,0.0342,20.8033,0.08,2.2249628277351463
1492,333.96014404296875,0.856652021408081,0,22.9204,0.2333,22.4277,0.0567,21.686,0.0453,21.2644,0.0471,21.0494,0.1331,7.996676967779884
1492,333.96014404296875,0.856652021408081,0,24.4693,0.7513,23.5629,0.1218,22.0095,0.0512,21.3866,0.0453,21.1783,0.1271,6.741851915022009
1492,333.96014404296875,0.856652021408081,0,24.8844,0.9528,23.9587,0.1509,23.4786,0.1529,22.4981,0.0996,22.0848,0.244,9.158638872362632
1493,333.9633483886719,0.7923439145088196,1,22.8185,0.2563,20.8529,0.0206,19.4601,0.0105,18.871,0.0095,18.3533,0.0171,1.5043098925947098
1495,333.96759033203125,-0.35479938983917236,1,20.3787,0.0354,20.0671,0.012,19.9306,0.0124,19.8408,0.0133,19.9308,0.0443,1.2085218711035508
1495,333.96759033203125,-0.35479938983917236,0,22.202,0.1025,20.9342,0.0187,20.4208,0.0161,20.2496,0.0168,20.1347,0.049,8.806036348809899
1497,333.9902648925781,-0.48725903034210205,1,17.8029,0.0103,15.476,0.0014,14.3337,8.0E-4,13.8495,7.0E-4,13.3472,0.0013,0.9450043483106837
1501,334.0115966796875,0.09100496023893356,1,23.0494,0.2735,22.8726,0.081,21.7875,0.0506,20.7254,0.0302,20.1539,0.071,0.7769469071935732
1505,334.0365905761719,0.1834101676940918,1,23.6254,0.4373,22.5877,0.0624,22.2873,0.0738,21.7999,0.071,21.3848,0.199,1.3833341667882149
1505,334.0365905761719,0.1834101676940918,0,24.6683,1.0874,23.5875,0.1399,23.1135,0.1471,22.737,0.1566,22.8507,0.7292,5.770627077935391
1507,334.0372314453125,0.8049919009208679,1,22.218,0.1022,21.9684,0.0331,21.7465,0.0358,21.4802,0.0413,21.2597,0.1002,3.1188830823212377
1507,334.0372314453125,0.8049919009208679,0,24.1841,0.4996,24.4353,0.2139,23.474,0.1416,22.9629,0.1397,22.4177,0.2745,4.551608828276345
1513,334.0802917480469,-0.4087454378604889,1,20.7218,0.0434,20.1387,0.0125,19.9768,0.013,19.9002,0.0143,19.6269,0.0365,1.0802656869349248
1513,334.0802917480469,-0.4087454378604889,0,23.6709,0.3884,22.4897,0.0567,21.0479,0.0271,20.4391,0.0225,20.0805,0.056,4.989989220777326
1513,334.0802917480469,-0.4087454378604889,0,24.1301,0.4543,23.2345,0.083,22.6589,0.0749,22.3335,0.0823,22.3846,0.3075,5.539947694755677
1520,334.0992126464844,-0.12477979063987732,1,21.5527,0.0753,20.9429,0.0187,20.6938,0.0195,20.4773,0.0219,20.2454,0.0604,0.7802846815428423
1527,334.1298522949219,0.1945391446352005,1,24.259,0.4584,24.0479,0.1316,23.3527,0.1144,22.3995,0.0758,22.2941,0.2618,3.5848789065191498
1528,334.1319580078125,0.2418462485074997,1,21.0267,0.0539,20.957,0.0188,20.5826,0.0182,20.4524,0.0215,20.4529,0.07,2.350284922634445
1528,334.1319580078125,0.2418462485074997,0,24.3012,0.7578,26.3772,1.5811,23.8476,0.2561,24.2208,0.5513,99.0,99.0,9.81602780913738
1528,334.1319580078125,0.2418462485074997,0,22.5806,0.1872,22.2827,0.0498,21.3925,0.0354,21.2938,0.0466,20.8084,0.1109,5.522852146262089
1528,334.1319580078125,0.2418462485074997,0,24.1153,0.5751,23.4525,0.1072,22.4112,0.0676,22.1456,0.0789,22.2924,0.3334,9.567107602266233
1528,334.1319580078125,0.2418462485074997,0,23.5311,0.4788,23.5178,0.1532,22.3381,0.0851,22.0199,0.0967,22.1751,0.4233,5.593624751761365
1531,334.1392517089844,-0.4977109432220459,1,21.7764,0.0871,21.9545,0.038,21.4507,0.0344,21.4089,0.0453,21.4458,0.1553,3.100565751109305
1535,334.1488037109375,0.1493513286113739,1,22.3871,0.115,21.9374,0.0312,22.1364,0.0468,21.7427,0.0478,21.8333,0.1896,7.168985573909586
1538,334.1634216308594,0.32873955368995667,1,22.855,0.2173,22.0965,0.0432,21.8377,0.0479,21.5181,0.0555,21.5429,0.2085,3.084950167162279
1538,334.1634216308594,0.32873955368995667,0,25.862,2.6587,24.6794,0.3179,23.869,0.2345,23.4583,0.2602,22.6127,0.4706,5.815161682087645
1539,334.16729736328125,0.27257636189460754,1,19.5808,0.0252,19.2986,0.0082,18.9693,0.0076,18.8692,0.009,18.7082,0.0236,1.188205485933713
1539,334.16729736328125,0.27257636189460754,0,22.9656,0.3588,22.6134,0.0929,22.4353,0.1188,21.6311,0.0925,22.3893,0.7138,8.312150928325883
1544,334.2037353515625,0.8504660725593567,0,26.0965,2.7094,24.9506,0.3336,24.123,0.2569,23.5944,0.2489,23.3065,0.6524,3.973794465948445
1545,334.2062072753906,0.4515474736690521,1,25.6084,1.3661,24.8932,0.2654,23.7216,0.1506,22.8848,0.1148,21.7391,0.1454,2.565743182307476
1550,334.22052001953125,-0.1667923480272293,1,21.485,0.0677,21.4384,0.024,21.0919,0.0236,20.81,0.0251,20.7139,0.0776,2.3249948795280897
1550,334.22052001953125,-0.1667923480272293,0,23.1843,0.2839,22.9831,0.0805,22.3652,0.0703,21.8301,0.065,22.1874,0.3435,7.8856516633260405
1550,334.22052001953125,-0.1667923480272293,0,24.6588,0.6774,24.2616,0.161,23.638,0.141,23.8201,0.2438,24.158,1.3265,8.534971415308831
1551,334.22674560546875,0.4047585427761078,1,19.7956,0.0285,17.4524,0.0034,15.9298,0.0017,15.128,0.0014,14.621,0.0027,1.2395578241382534
1560,334.2660827636719,0.45922625064849854,1,23.4733,0.255,22.9888,0.0656,22.4625,0.0604,22.2077,0.0737,21.6657,0.1487,3.7807018317907826
1560,334.2660827636719,0.45922625064849854,0,26.6733,3.8801,24.665,0.2378,24.2126,0.2431,23.8515,0.2837,99.0,99.0,8.89536422855374
1562,334.2870788574219,0.45439624786376953,1,19.4427,0.0231,19.3239,0.0083,19.0625,0.008,19.1543,0.0106,19.2586,0.0313,1.6382626057584098
1562,334.2870788574219,0.45439624786376953,0,22.6937,0.2651,21.1267,0.0276,19.5059,0.0119,18.8335,0.0103,18.4506,0.0223,7.718034511944711
1565,334.2951965332031,0.04785648360848427,1,21.0222,0.052,20.7109,0.0162,20.5036,0.0172,20.4169,0.0209,20.0489,0.0516,3.3309720994469556
1566,334.2958068847656,0.657381534576416,1,23.7797,0.3242,23.4801,0.0929,23.0289,0.0911,22.6653,0.102,21.8146,0.1581,6.387366005318346
1566,334.2958068847656,0.657381534576416,0,24.4004,0.5997,24.2725,0.1935,23.743,0.1823,23.1224,0.166,22.9874,0.4811,7.5486891512186185
1567,334.3028259277344,-0.4177637994289398,1,20.5618,0.0384,20.0827,0.0119,19.8417,0.0116,19.2932,0.0092,19.0683,0.0227,1.5447305656695358
1572,334.31396484375,0.4374593198299408,1,21.4851,0.0749,20.788,0.0181,20.4759,0.0182,19.8911,0.0166,19.4349,0.0342,2.5127923668838297
1572,334.31396484375,0.4374593198299408,0,25.4933,1.355,24.0585,0.1426,23.0804,0.0948,22.4712,0.0873,22.0551,0.1913,8.306097355958237
1572,334.31396484375,0.4374593198299408,0,23.5956,0.334,22.9702,0.0735,22.2365,0.0589,21.413,0.0457,21.1249,0.1103,9.461304528151414
1573,334.3194580078125,0.8527207374572754,1,22.0409,0.1117,21.7318,0.0334,21.6894,0.0436,21.3513,0.0489,20.9718,0.1113,2.1035833687451744
1574,334.32086181640625,-0.1659332513809204,1,24.4033,0.612,23.1361,0.0739,22.3631,0.0572,21.8022,0.0514,21.8345,0.1939,0.8490312283931156
1574,334.32086181640625,-0.1659332513809204,0,99.0,99.0,23.7932,0.1227,22.2789,0.0533,21.6889,0.0467,21.3886,0.1317,5.020890801373689
1574,334.32086181640625,-0.1659332513809204,0,99.0,99.0,24.857,0.284,23.1679,0.1023,21.4298,0.037,20.526,0.0635,7.282733516190948
1574,334.32086181640625,-0.1659332513809204,0,24.7789,0.9131,23.7983,0.1322,23.5128,0.156,23.2387,0.1831,22.3463,0.3234,5.631360591744405
1579,334.3539733886719,0.4825192391872406,1,22.7346,0.1494,22.514,0.0478,22.1235,0.0488,21.7496,0.0527,21.5012,0.1337,3.007900213469468
1581,334.35919189453125,0.5139821767807007,1,20.6826,0.0469,18.3008,0.005,16.8878,0.0027,15.6284,0.0018,14.9426,0.0031,2.3686043185381966
1582,334.3631286621094,0.6680700778961182,1,25.3474,1.517,24.4795,0.2542,23.9371,0.2293,24.7789,0.782,23.1458,0.5934,3.2336666460979058
1590,334.4034118652344,-0.009685380384325981,1,21.9363,0.1468,20.5815,0.018,19.4743,0.0113,18.9781,0.0103,18.4927,0.0237,3.1884160072389864
1591,334.4061279296875,0.6629834771156311,1,27.1299,6.5748,23.4632,0.0971,22.4099,0.0577,21.8151,0.0526,21.1172,0.0956,2.9099780771793076
1591,334.4061279296875,0.6629834771156311,0,99.0,99.0,24.4395,0.1809,24.5723,0.2858,23.7181,0.2122,23.439,0.559,5.728956845111148
1592,334.41082763671875,0.20151063799858093,1,20.8394,0.0462,20.7136,0.0162,20.3749,0.0159,20.2019,0.018,20.0264,0.0507,2.852912239377947
1592,334.41082763671875,0.20151063799858093,0,24.0957,0.4655,23.9651,0.1414,23.4653,0.1432,23.3383,0.1918,23.1095,0.6153,8.729090664140053
1598,334.4703369140625,0.5735152363777161,1,21.1664,0.057,20.8815,0.0183,20.6477,0.019,20.4237,0.0218,20.408,0.0634,2.8047867692729924
1598,334.4703369140625,0.5735152363777161,0,24.5028,0.4229,24.7891,0.196,24.7966,0.3028,24.6242,0.4038,23.6289,0.5496,8.10319432876722
1598,334.4703369140625,0.5735152363777161,0,26.7451,6.3979,24.0108,0.1977,23.5261,0.2033,22.9227,0.1872,23.0655,0.7107,7.83751193014937
1600,334.47406005859375,-0.05217894911766052,1,21.8568,0.113,21.8744,0.0316,21.3296,0.0295,21.2876,0.0368,21.1132,0.1187,2.2261501776848482
1600,334.47406005859375,-0.05217894911766052,0,26.8576,9.1403,24.0343,0.1561,22.5968,0.076,22.0294,0.0648,22.0894,0.2721,1.8291989468203183
1602,334.4851989746094,0.5952218174934387,1,21.3035,0.0656,19.7706,0.0104,19.3873,0.0095,19.2732,0.0112,19.144,0.0287,1.9939313943624783
1602,334.4851989746094,0.5952218174934387,0,22.7006,0.1598,21.7257,0.0305,21.0881,0.0255,20.9368,0.0316,20.6328,0.0767,1.3588268798120797
1602,334.4851989746094,0.5952218174934387,0,99.0,99.0,24.2979,0.2086,23.5878,0.1772,23.5232,0.2579,99.0,99.0,8.423639144543893
1607,334.507568359375,0.3151323199272156,1,23.4283,0.2632,23.6409,0.1114,23.0519,0.0987,22.3586,0.0838,21.3543,0.1368,0.7958776967201969
1607,334.507568359375,0.3151323199272156,0,26.3324,2.4559,24.4777,0.1722,24.0633,0.1803,24.2547,0.3301,23.6396,0.758,8.82379253413045
1614,334.5271911621094,0.09366925060749054,1,21.2604,0.0594,20.5515,0.0148,20.5076,0.0171,20.4465,0.0209,20.1469,0.0559,2.6418638987958873
1614,334.5271911621094,0.09366925060749054,0,24.2518,0.7259,24.4021,0.2865,23.5267,0.2084,22.8964,0.1826,21.5849,0.2299,8.274777936570748
1614,334.5271911621094,0.09366925060749054,0,23.3676,0.363,23.4076,0.131,23.0454,0.1475,22.7018,0.1665,23.7922,1.8588,8.19781110127145
1615,334.5278015136719,0.8730289936065674,1,17.7985,0.0094,17.6856,0.0037,17.4166,0.0035,17.447,0.0042,17.4683,0.0096,0.6990253977882048
1617,334.5423583984375,0.8384085893630981,0,23.5191,0.2555,21.4347,0.0233,19.9291,0.0117,18.7566,0.0078,18.1054,0.0124,9.999525141461012
1617,334.5423583984375,0.8384085893630981,1,21.8502,0.0739,21.7077,0.0268,21.5624,0.0296,21.1936,0.031,21.1179,0.0827,2.7713624929691982
1627,334.5978088378906,0.44546452164649963,1,21.9416,0.0877,21.8146,0.0309,21.5642,0.0326,21.2216,0.0353,21.3909,0.121,1.2691117528254545
1628,334.6047058105469,0.407149076461792,0,16.8899,0.0068,15.3819,0.0013,14.8106,0.001,14.8836,0.0012,14.5125,0.0026,7.515701777309538
1628,334.6047058105469,0.407149076461792,1,19.1777,0.0208,18.7462,0.0063,18.4411,0.0059,18.3877,0.007,18.308,0.0198,1.5104723050416493
1628,334.6047058105469,0.407149076461792,0,22.4262,0.2044,22.6766,0.0858,22.6305,0.1238,21.6373,0.0831,21.8243,0.4024,6.709768073728327
1629,334.6091003417969,0.0033826911821961403,1,20.7095,0.0436,20.1456,0.0119,19.8168,0.0114,19.3432,0.0105,18.8953,0.0229,0.8820142046293298
1629,334.6091003417969,0.0033826911821961403,0,25.0672,1.1449,23.4934,0.0965,23.284,0.1206,22.9845,0.1391,23.9893,1.3683,9.96560183700639
1635,334.6336364746094,0.09407266229391098,1,23.423,0.3069,22.6363,0.0585,21.7762,0.0425,21.228,0.0387,20.8874,0.1092,1.0587412359128627
1636,334.63494873046875,-0.49526166915893555,1,99.0,99.0,24.6422,0.3697,22.8033,0.1109,22.2914,0.1098,21.6299,0.2098,3.3710072823801767
1640,334.6440734863281,-0.3717833459377289,1,21.8381,0.0832,21.6094,0.0286,21.1521,0.0263,21.0349,0.0313,20.962,0.0969,1.5816807149960628
1640,334.6440734863281,-0.3717833459377289,0,23.65,0.403,22.9103,0.0859,22.182,0.0683,21.1813,0.0433,20.8467,0.1104,9.094950686099045
1640,334.6440734863281,-0.3717833459377289,0,24.2913,0.6274,24.126,0.2148,23.5583,0.1982,23.1462,0.2132,22.7428,0.5247,2.2664653509909796
1640,334.6440734863281,-0.3717833459377289,0,24.002,0.3745,24.3539,0.1989,23.7348,0.1743,23.8945,0.3091,23.1994,0.5848,7.836821196203319
1651,334.66949462890625,-0.4291499853134155,1,22.0845,0.193,20.8086,0.0255,19.5438,0.0136,18.9234,0.0114,18.4723,0.0254,1.7517876085627988
1656,334.6884460449219,0.13308000564575195,1,20.7052,0.0474,18.5054,0.0054,16.924,0.0028,15.2094,0.0014,14.0891,0.002,2.1523860400062085
1667,334.7187194824219,-0.359487384557724,0,24.6954,0.9168,24.1424,0.2151,22.8099,0.1042,21.8746,0.0697,21.6786,0.2033,7.425093383905465
1667,334.7187194824219,-0.359487384557724,0,21.0308,0.087,19.5531,0.0115,18.5968,0.0077,18.0497,0.0066,17.7362,0.0163,8.871673354845083
1667,334.7187194824219,-0.359487384557724,1,20.7144,0.0509,20.2881,0.0152,19.5629,0.0118,19.2449,0.0117,18.8752,0.0279,1.5525537005374994
1667,334.7187194824219,-0.359487384557724,0,22.1542,0.2886,21.1232,0.045,20.0656,0.0277,19.537,0.0262,19.6888,0.1048,6.546036470923435
1674,334.7268981933594,0.4492831528186798,1,21.6738,0.0777,20.9648,0.0191,20.7647,0.0203,20.6389,0.0247,20.2591,0.0548,1.3258258956835802
1674,334.7268981933594,0.4492831528186798,0,24.9109,1.1093,24.1348,0.2054,24.0543,0.2981,23.1436,0.204,22.3327,0.3269,7.3283597362473865
1674,334.7268981933594,0.4492831528186798,0,24.9398,0.856,24.4183,0.2009,24.0053,0.215,24.177,0.384,23.7993,0.9066,9.327923864118008
1680,334.7464294433594,0.6577717065811157,1,20.4734,0.0392,20.3018,0.0134,20.0711,0.0134,19.8739,0.0154,19.9296,0.0457,1.1139257419195858
1687,334.75616455078125,0.10307782888412476,1,20.7217,0.0454,20.0313,0.0116,19.6257,0.0107,19.5188,0.0122,19.2713,0.032,1.134055827481438
1687,334.75616455078125,0.10307782888412476,0,99.0,99.0,24.4063,0.3499,23.8837,0.3484,23.4596,0.3571,99.0,99.0,8.729360640053848
1691,334.7724914550781,0.5742969512939453,1,20.8282,0.0505,20.4044,0.0149,20.0725,0.0147,19.66,0.0147,19.3521,0.0341,3.2924773906112716
1691,334.7724914550781,0.5742969512939453,0,24.9919,0.885,24.61,0.2374,23.6535,0.1592,23.165,0.157,22.758,0.3619,7.240313714708053
1693,334.7794189453125,-0.1440771371126175,1,19.1838,0.0208,18.9357,0.0068,18.7257,0.007,18.3902,0.0069,18.3959,0.0207,2.9324481767876627
1693,334.7794189453125,-0.1440771371126175,0,21.8337,0.131,19.4499,0.0091,17.999,0.0048,16.7804,0.003,16.1268,0.0055,8.98760599528559
1694,334.7828369140625,0.6730433702468872,1,21.02,0.056,20.5034,0.0153,20.1252,0.0142,19.6821,0.0141,19.6301,0.0387,1.2256465224103525
1694,334.7828369140625,0.6730433702468872,0,25.084,1.4511,23.9069,0.1751,22.401,0.0732,22.1451,0.0902,21.4988,0.169,8.70496677068856
1694,334.7828369140625,0.6730433702468872,0,28.8949,38.0366,25.3114,0.4936,23.8455,0.2035,23.0356,0.1587,22.3217,0.2827,5.918011376772642
1696,334.7892761230469,0.5202478170394897,0,99.0,99.0,22.6673,0.0745,22.2066,0.0749,21.3914,0.0567,21.2394,0.1624,8.143692539412953
1696,334.7892761230469,0.5202478170394897,1,24.2221,0.6429,23.8519,0.1746,22.6553,0.0951,21.398,0.05,21.2644,0.1431,0.7072131756358702
1700,334.7996520996094,0.6037943959236145,1,19.25,0.0207,18.9405,0.0068,18.7925,0.0069,18.8404,0.0086,18.7203,0.0212,3.2023189040759026
1700,334.7996520996094,0.6037943959236145,0,25.1511,1.7608,24.1553,0.2687,23.2671,0.192,23.1526,0.271,24.0891,2.1457,6.907283388521209
1709,334.8215026855469,-0.13268081843852997,1,20.4944,0.0396,20.0242,0.0113,19.7159,0.011,19.4172,0.0113,19.0871,0.0268,2.201962458896242
1711,334.8440246582031,0.4417587220668793,1,24.0624,0.3437,24.4237,0.1713,24.0996,0.1956,23.4124,0.1664,22.6569,0.2828,2.1541812827683016
1713,334.86212158203125,0.034542981535196304,1,24.2428,0.518,22.931,0.0622,22.2471,0.0533,22.0422,0.0628,21.6693,0.1749,3.9202390579548485
1713,334.86212158203125,0.034542981535196304,0,23.8747,0.3556,23.5167,0.0927,22.3605,0.0551,21.34,0.0349,20.7462,0.0772,6.710053856622267
1713,334.86212158203125,0.034542981535196304,0,99.0,99.0,25.2488,0.3642,24.3511,0.2652,24.3873,0.4069,99.0,99.0,9.065728266741433
1717,334.8756103515625,-0.10209447145462036,1,23.3964,0.286,23.2328,0.084,22.6507,0.0761,22.318,0.0832,22.1917,0.2885,2.5723640916231374
1717,334.8756103515625,-0.10209447145462036,0,26.2104,3.5606,24.3846,0.2292,22.55,0.0735,21.5375,0.0464,20.9363,0.1025,9.59593031522169
1717,334.8756103515625,-0.10209447145462036,0,23.8033,0.4463,23.8869,0.1573,22.96,0.1081,22.8673,0.1476,21.7041,0.2097,4.750746429267808
1721,334.8919677734375,0.6526755094528198,1,20.7578,0.048,20.4088,0.0146,20.0988,0.0143,19.8107,0.0156,19.3814,0.0334,2.487477898132617
1721,334.8919677734375,0.6526755094528198,0,22.4831,0.142,21.8327,0.0329,21.5679,0.0352,21.3864,0.0438,21.2008,0.1181,0.37620346791447146
1721,334.8919677734375,0.6526755094528198,0,25.1479,2.5144,22.2636,0.0683,20.4968,0.0236,19.7667,0.0195,19.3655,0.0439,8.68457014476741
1721,334.8919677734375,0.6526755094528198,0,23.7027,0.7764,23.0856,0.1576,22.6267,0.1602,22.5592,0.2418,21.873,0.4414,7.822194185918175
1723,334.8995361328125,0.7901890873908997,1,22.8954,0.3676,20.971,0.026,19.2403,0.0102,18.5305,0.0086,18.0781,0.0167,2.5893803451645403
1723,334.8995361328125,0.7901890873908997,0,25.2864,2.472,23.8109,0.217,22.692,0.1255,22.0587,0.1111,21.0223,0.148,8.328522807934972
1726,334.9006652832031,-0.053019266575574875,1,22.9339,0.1861,22.03,0.0343,21.0688,0.0233,20.5886,0.0218,20.2781,0.0566,1.506194968748551
1727,334.90277099609375,0.4095088243484497,1,19.8303,0.0279,18.8797,0.0066,18.6759,0.0064,18.6118,0.0075,18.5726,0.02,4.423821536042494
1729,334.9097595214844,0.847439169883728,1,26.941,5.1685,24.7098,0.2317,23.8194,0.1699,23.0786,0.1388,22.2883,0.2233,3.9796165668725902
1737,334.9307861328125,-0.4703747630119324,1,23.6732,0.4183,22.1657,0.0467,20.7638,0.0226,20.1598,0.0185,19.6844,0.041,1.5105640376096419
1742,334.950439453125,0.6735342741012573,1,21.3152,0.0606,21.1557,0.0208,21.0785,0.0234,20.7435,0.0248,20.7988,0.0773,0.8278553452748074
1742,334.950439453125,0.6735342741012573,0,25.1506,1.0187,24.6253,0.2293,23.7035,0.1568,23.3709,0.1778,22.9049,0.4004,8.406514995300903
