REC_NO,XRAY_RA,XRAY_DEC,LABEL,u_mag_auto,err_u_mag_auto,g_mag_auto,err_g_mag_auto,r_mag_auto,err_r_mag_auto,i_mag_auto,err_i_mag_auto,z_mag_auto,err_z_mag_auto,Separation
3342,18.279834747314453,-0.3903224468231201,1,18.8484,0.017,16.4101,0.0021,14.9299,0.0011,14.2011,8.0E-4,13.3741,0.0014,1.1191058493859412
3343,18.285194396972656,0.2696993947029114,1,23.075,0.1632,23.1014,0.0641,22.5616,0.0563,22.6211,0.0846,23.1619,0.479,0.8572476735137737
3343,18.285194396972656,0.2696993947029114,0,25.8535,2.3554,23.6225,0.1252,23.1673,0.124,22.7385,0.1307,23.7543,1.2053,9.845146190740138
3345,18.292470932006836,-0.5206823945045471,1,22.3084,0.1147,22.1406,0.0399,21.7072,0.0389,21.6338,0.0485,21.3942,0.1312,2.438716550187845
3345,18.292470932006836,-0.5206823945045471,0,25.6287,1.562,24.2886,0.186,24.0389,0.2289,23.6595,0.241,23.9438,1.0881,6.752291200275368
3345,18.292470932006836,-0.5206823945045471,0,25.0285,1.1289,24.9473,0.4017,23.829,0.2335,23.6391,0.2928,99.0,99.0,6.774518763990189
3349,18.315553665161133,0.23479460179805756,1,22.702,0.1377,21.9557,0.0319,22.1793,0.0469,22.0323,0.0571,21.9662,0.1975,3.7437738650554024
3361,18.36060333251953,-0.43417730927467346,1,20.3242,0.0355,19.9849,0.0117,19.8014,0.0122,19.7351,0.0135,19.4876,0.034,1.5385742906022808
3361,18.36060333251953,-0.43417730927467346,0,24.2239,0.5603,23.5894,0.1256,23.4947,0.1763,23.2115,0.2056,23.3199,0.7748,6.748972162675609
3363,18.363245010375977,0.4664098918437958,1,23.014,0.3277,21.6608,0.041,20.569,0.0244,19.7805,0.0192,19.3042,0.0395,1.676512889942791
3363,18.363245010375977,0.4664098918437958,0,25.7929,3.1529,23.3061,0.1298,21.9402,0.0609,21.0364,0.0432,20.6195,0.0942,6.161187705855327
3363,18.363245010375977,0.4664098918437958,0,24.5177,0.6613,23.6146,0.1175,22.5785,0.0732,22.2727,0.0844,21.8376,0.1825,3.7807790448600858
3366,18.37274932861328,-0.3324401378631592,1,21.778,0.0834,21.7617,0.0327,21.2435,0.0303,21.1068,0.0354,20.6665,0.0827,2.00216009972249
3368,18.377195358276367,0.44009163975715637,1,22.1784,0.1102,20.0929,0.0121,18.5964,0.0062,17.3463,0.004,16.6732,0.0071,0.9653206901017145
3368,18.377195358276367,0.44009163975715637,0,19.6588,0.0356,18.6031,0.0068,18.0422,0.0058,17.6774,0.0061,17.4228,0.0146,6.019102719394382
3370,18.38028907775879,-0.41088199615478516,1,19.9461,0.0284,19.7131,0.01,19.585,0.0105,19.3426,0.0101,19.4786,0.0325,2.3835302366479088
3370,18.38028907775879,-0.41088199615478516,0,24.4391,0.4518,24.5696,0.1957,24.0875,0.1987,23.6929,0.2055,24.2675,1.2154,7.213431028760581
3372,18.3848876953125,0.18803191184997559,1,24.3002,0.5782,23.5954,0.1129,23.3492,0.1397,22.4482,0.0953,21.7692,0.2055,1.8668494076819955
3372,18.3848876953125,0.18803191184997559,0,22.9415,0.282,23.6655,0.1851,23.1929,0.1947,22.3173,0.1341,22.2383,0.5087,6.691981426613299
3376,18.395954132080078,0.20494620501995087,1,20.4053,0.0346,20.1102,0.0117,19.8325,0.0112,19.8768,0.0134,19.64,0.033,1.3985659181251828
3376,18.395954132080078,0.20494620501995087,0,23.3667,0.2622,24.3496,0.2135,24.2875,0.3175,23.3955,0.2155,99.0,99.0,5.406760715570501
3381,18.41370964050293,-0.5027616024017334,1,18.7887,0.0159,18.6366,0.0059,18.4975,0.0059,18.6412,0.0066,18.6278,0.0179,1.7188660288312227
3383,18.429887771606445,0.49634963274002075,1,21.3316,0.0674,20.8334,0.019,20.4268,0.0177,19.952,0.0175,19.6279,0.0393,1.4805058019307935
3383,18.429887771606445,0.49634963274002075,0,99.0,99.0,22.8594,0.0776,21.1828,0.0294,20.4962,0.0254,20.1433,0.0564,5.131254649204588
3386,18.44057846069336,0.4529722332954407,1,22.6831,0.1637,20.8778,0.0188,19.3486,0.0091,18.2816,0.0063,17.6732,0.0118,1.4656092930242446
3386,18.44057846069336,0.4529722332954407,0,24.0275,0.3609,23.3245,0.0804,22.9848,0.085,22.5706,0.0922,22.5726,0.2815,7.5562568871362705
3393,18.474199295043945,-0.12092821300029755,0,23.7482,0.3064,24.1596,0.1554,23.8974,0.1896,22.7583,0.1048,22.483,0.3136,9.466082252679072
3394,18.477046966552734,-0.24337230622768402,1,21.6778,0.0772,21.4647,0.0254,21.0177,0.0239,21.0388,0.0319,20.6702,0.0837,1.5507395241978004
3395,18.48546600341797,-0.08185732364654541,1,20.419,0.0358,20.2854,0.0131,20.304,0.0149,20.0284,0.0155,20.0822,0.0495,1.66341220071975
3395,18.48546600341797,-0.08185732364654541,0,26.7318,3.9342,25.3602,0.4149,23.1877,0.0983,21.9958,0.0541,21.3761,0.1166,6.27296222259748
3397,18.493677139282227,-0.10650581121444702,0,24.0719,0.3972,24.2868,0.1758,23.1598,0.1003,22.7772,0.1057,22.5608,0.3376,9.448514823440608
3397,18.493677139282227,-0.10650581121444702,0,24.6589,0.6828,24.3361,0.1881,24.4772,0.3227,24.2632,0.399,24.9788,3.0812,9.455910279809883
3397,18.493677139282227,-0.10650581121444702,1,21.8392,0.1049,21.0454,0.0226,19.9017,0.0134,19.3907,0.0123,19.0557,0.0305,2.2717061500706133
3397,18.493677139282227,-0.10650581121444702,0,23.1321,0.3889,22.736,0.0998,21.3937,0.0477,20.7594,0.0408,20.3541,0.1093,6.898977173380379
3398,18.49768829345703,-0.547322690486908,1,19.2385,0.0252,18.5013,0.0063,17.617,0.0044,17.1497,0.0038,16.9205,0.0094,2.0862633311234156
3398,18.49768829345703,-0.547322690486908,0,23.641,0.6359,21.8419,0.0518,20.9639,0.0358,20.5282,0.0352,20.3629,0.1028,7.759226976162415
3398,18.49768829345703,-0.547322690486908,0,23.91,0.3163,23.9108,0.1231,23.5029,0.1243,23.3079,0.1513,23.2082,0.4741,9.211198114025118
3400,18.507720947265625,0.2385943979024887,1,22.1394,0.1046,21.3471,0.0236,21.2725,0.028,20.9292,0.0287,20.54,0.0721,1.0845689763463335
3400,18.507720947265625,0.2385943979024887,0,26.3515,2.5963,24.43,0.1699,23.4847,0.1172,23.3613,0.1513,22.8911,0.3861,6.952334228072776
3406,18.524599075317383,0.07502153515815735,1,21.0223,0.0513,20.8558,0.018,20.4883,0.017,20.4738,0.0213,20.2959,0.0614,1.5442345313644181
3406,18.524599075317383,0.07502153515815735,0,22.961,0.2171,22.4673,0.0538,21.9342,0.0499,21.6045,0.0543,21.3455,0.1642,4.781518474333134
3409,18.536582946777344,0.20926491916179657,1,22.1882,0.0921,21.884,0.0293,21.4855,0.0276,21.1005,0.0271,21.0425,0.0831,2.9633265785181577
3409,18.536582946777344,0.20926491916179657,0,25.9603,1.441,25.034,0.2305,24.8206,0.2908,24.1277,0.2357,23.2431,0.4214,9.474887840683039
3411,18.53999900817871,-0.034506913274526596,1,19.9247,0.0281,19.5892,0.0093,19.1949,0.0083,19.2277,0.0099,19.2852,0.0294,2.4806384933157686
3411,18.53999900817871,-0.034506913274526596,0,23.618,0.367,24.3688,0.2524,24.909,0.6387,23.2786,0.2177,22.4591,0.4111,8.939338930546844
3412,18.543563842773438,-0.5752548575401306,1,20.9996,0.0491,20.8513,0.0179,20.9282,0.0218,20.7155,0.0227,20.4754,0.0591,6.132937692685184
3413,18.55607795715332,-0.4147566258907318,1,23.2416,0.1916,22.373,0.041,21.4198,0.0275,20.7926,0.0217,19.952,0.0366,1.2124269862896575
3413,18.55607795715332,-0.4147566258907318,0,24.9979,0.5482,24.4267,0.135,23.819,0.1169,23.3836,0.1141,22.9319,0.2592,5.007817505305951
3413,18.55607795715332,-0.4147566258907318,0,99.0,99.0,25.172,0.2726,23.5343,0.1012,22.293,0.0527,21.5912,0.0988,8.411739330087045
3413,18.55607795715332,-0.4147566258907318,0,23.6023,0.2319,23.0868,0.0623,23.0462,0.0804,22.264,0.0594,22.0569,0.1639,9.17231870054841
3413,18.55607795715332,-0.4147566258907318,0,24.5291,0.59,23.7471,0.1159,23.2676,0.1126,22.4749,0.0835,22.0724,0.1996,4.134782852145388
3418,18.576066970825195,0.3671635389328003,1,19.0485,0.0189,18.8467,0.0066,18.8074,0.0071,18.5329,0.0075,18.5425,0.0215,0.849978515042008
3418,18.576066970825195,0.3671635389328003,0,24.9838,0.8788,23.5107,0.0981,22.5283,0.0629,21.9127,0.0566,22.0439,0.2232,8.284214899006567
3419,18.57921028137207,-0.39222946763038635,1,22.7428,0.144,22.0115,0.0344,21.7201,0.0364,21.1678,0.0314,20.7492,0.0711,2.567771789997925
3419,18.57921028137207,-0.39222946763038635,0,25.859,1.7423,23.915,0.1247,23.2541,0.1084,23.3702,0.1758,22.4333,0.2602,4.575427927458271
3419,18.57921028137207,-0.39222946763038635,0,23.7717,0.3581,23.0157,0.0747,22.0439,0.0496,21.4263,0.0423,21.1689,0.1113,6.107029840452713
3419,18.57921028137207,-0.39222946763038635,0,23.1352,0.2801,23.6809,0.1696,23.4902,0.2247,22.9067,0.2071,22.6986,0.5889,6.683099204176497
3419,18.57921028137207,-0.39222946763038635,0,24.0608,0.4196,24.394,0.2113,23.5524,0.1594,23.5774,0.2459,22.4525,0.3066,3.6975923535596147
3422,18.610641479492188,-0.24794930219650269,1,20.3787,0.0357,20.1159,0.0121,20.0222,0.0131,19.8232,0.0142,19.8656,0.0448,3.225197013521823
3423,18.611814498901367,-0.5840602517127991,1,22.2556,0.1019,21.5647,0.026,21.148,0.024,20.5291,0.019,20.1821,0.0447,2.3084986174912405
3423,18.611814498901367,-0.5840602517127991,0,25.5375,0.8605,25.0435,0.2163,24.9763,0.3032,24.6553,0.3363,27.1767,11.5062,7.7510270913399735
3423,18.611814498901367,-0.5840602517127991,0,23.8931,0.3588,23.1745,0.0772,22.9533,0.091,22.5729,0.0943,22.5009,0.3001,5.345408591622528
3426,18.617891311645508,-0.1470528095960617,1,23.0343,0.2733,22.1693,0.049,20.9274,0.0266,20.2778,0.0222,19.9116,0.0576,2.0211301672626165
3426,18.617891311645508,-0.1470528095960617,0,25.0723,0.8863,24.1086,0.1402,23.7192,0.1497,23.3189,0.1559,23.5819,0.7663,7.362799104839726
3426,18.617891311645508,-0.1470528095960617,0,24.0651,0.4866,24.8593,0.3443,24.1929,0.3014,23.4725,0.235,23.0529,0.6411,7.588311543346938
3427,18.623125076293945,0.00989092793315649,1,21.9488,0.1988,20.3733,0.0199,18.9108,0.0093,18.2798,0.0078,17.8142,0.0181,1.492140769225954
3430,18.62983512878418,-0.18702946603298187,1,20.4505,0.037,20.1873,0.0125,20.0818,0.0134,19.7215,0.0132,19.7477,0.0405,4.133178949437737
3430,18.62983512878418,-0.18702946603298187,0,23.9117,0.4316,23.7232,0.1322,23.8356,0.2215,23.4193,0.2276,99.0,99.0,9.165898284465735
3430,18.62983512878418,-0.18702946603298187,0,23.9996,0.5211,24.0146,0.1882,23.9981,0.2905,23.132,0.1995,22.7674,0.5806,3.964190824860062
3430,18.62983512878418,-0.18702946603298187,0,99.0,99.0,25.6079,0.3763,25.2951,0.4436,24.9053,0.4671,24.9497,1.9656,5.639767125243149
3439,18.664634704589844,-0.3749677240848541,1,21.3677,0.0632,20.955,0.0196,20.8007,0.0215,20.427,0.0206,20.1677,0.0531,1.803942353459772
3439,18.664634704589844,-0.3749677240848541,0,24.0895,0.4425,23.486,0.1052,22.5713,0.0728,22.3469,0.0863,22.2971,0.2822,2.534090200952145
3439,18.664634704589844,-0.3749677240848541,0,23.674,0.3419,24.0639,0.1841,23.2176,0.1365,22.8668,0.1499,22.5623,0.3932,6.467668727454028
3450,18.702272415161133,-0.49640020728111267,1,15.6293,0.0039,14.4363,9.0E-4,13.9018,7.0E-4,13.5641,6.0E-4,13.3509,0.0015,2.636260034286707
3453,18.709627151489258,0.3813159167766571,1,21.2048,0.0809,19.7652,0.0116,18.5941,0.0067,18.0632,0.0063,17.7464,0.0151,3.3915621247250125
3459,18.731996536254883,0.1716427057981491,0,24.3902,1.0008,24.0452,0.2536,23.741,0.3102,22.8402,0.2103,22.7732,0.7634,5.227267837422613
3459,18.731996536254883,0.1716427057981491,1,26.2233,6.5687,22.3088,0.0687,21.2215,0.0419,20.4583,0.032,20.1869,0.0925,2.13631977157704
3459,18.731996536254883,0.1716427057981491,0,99.0,99.0,23.7979,0.1696,22.0794,0.0603,21.0198,0.0367,20.8279,0.111,6.179647754647892
3460,18.736604690551758,-0.4781520366668701,1,22.4519,0.1229,21.6279,0.028,21.6394,0.0352,21.1434,0.0311,20.7366,0.0713,1.263233013004128
3461,18.740022659301758,0.4302159547805786,1,16.6234,0.0085,14.6103,0.001,13.7406,7.0E-4,13.2843,7.0E-4,12.9961,0.0015,2.4608766175508667
3469,18.764684677124023,0.24424339830875397,1,24.8613,0.6828,24.0369,0.1225,23.2164,0.0918,22.39,0.068,21.3311,0.1024,1.8133895330290597
3469,18.764684677124023,0.24424339830875397,0,20.3386,0.0366,19.8277,0.0107,19.4755,0.01,19.3951,0.0116,19.5163,0.039,6.303378743826291
3469,18.764684677124023,0.24424339830875397,0,22.9444,0.2222,22.1821,0.0443,21.7476,0.044,21.4591,0.0495,21.1356,0.14,5.307092747146213
3475,18.808130264282227,-0.47369787096977234,1,22.6334,0.1325,23.1494,0.0744,22.3507,0.0554,22.4743,0.0842,21.7879,0.1567,2.2802530782628585
3475,18.808130264282227,-0.47369787096977234,0,24.8459,0.8846,24.7948,0.3196,24.284,0.3106,24.2124,0.4429,99.0,99.0,8.999888818077148
3475,18.808130264282227,-0.47369787096977234,0,25.2502,1.1595,24.2648,0.1865,24.7366,0.4264,23.6801,0.2503,23.1563,0.5388,2.3996869495983004
3475,18.808130264282227,-0.47369787096977234,0,24.4206,0.5268,24.7166,0.2574,24.0173,0.212,24.273,0.3978,23.5378,0.7087,5.62719275890944
3479,18.816083908081055,0.21308350563049316,1,17.44,0.0108,15.5505,0.0014,14.6877,0.001,14.2544,9.0E-4,13.9361,0.0021,1.4693992669988847
3483,18.824317932128906,0.2868958115577698,1,20.7082,0.0423,20.415,0.014,20.2786,0.0144,19.9767,0.0154,20.0112,0.049,2.5537051843349525
3486,18.836097717285156,-0.5126924514770508,0,21.0276,0.0792,19.8947,0.0136,19.193,0.0106,18.8585,0.0105,18.6728,0.0284,7.798730121436563
3486,18.836097717285156,-0.5126924514770508,1,21.8756,0.0875,21.4777,0.0265,21.1567,0.0265,20.6353,0.0229,20.3391,0.0568,1.6933980345140727
3490,18.85232925415039,0.40261220932006836,1,22.0816,0.0992,21.7353,0.0305,21.1252,0.0247,21.1532,0.0351,20.9738,0.109,0.3616277276244809
3490,18.85232925415039,0.40261220932006836,0,24.7041,1.0117,24.4054,0.2967,22.9552,0.1202,22.9068,0.1835,21.8732,0.2945,8.162279731683999
3490,18.85232925415039,0.40261220932006836,0,22.7827,0.2494,23.6581,0.2045,22.2209,0.0836,22.9522,0.2578,22.1828,0.5264,3.528861245083173
3491,18.85320281982422,-0.5182860493659973,1,22.239,0.103,21.9219,0.0325,21.8598,0.0386,21.4905,0.0381,21.5008,0.1218,1.8906696872091442
3491,18.85320281982422,-0.5182860493659973,0,23.9624,0.4795,23.7167,0.1445,22.9589,0.1117,22.639,0.1239,22.7654,0.4674,8.621055723758463
3491,18.85320281982422,-0.5182860493659973,0,24.2414,0.5353,24.1172,0.1791,23.9879,0.2368,23.9935,0.3644,23.1768,0.5905,2.8923058055998854
3493,18.859512329101562,0.5716356039047241,1,21.0236,0.0782,19.6075,0.0113,18.5745,0.0071,18.1313,0.007,17.8838,0.0165,4.254077537227966
3493,18.859512329101562,0.5716356039047241,0,24.9211,1.169,23.4063,0.1235,21.7853,0.0459,20.8344,0.032,20.3993,0.0677,7.980103175455646
3495,18.865793228149414,0.15059371292591095,1,22.1171,0.103,21.7284,0.0298,21.5617,0.0343,21.2879,0.0378,20.9086,0.0971,4.096979070719051
3495,18.865793228149414,0.15059371292591095,0,24.811,0.8249,23.3649,0.088,22.8874,0.0877,22.8632,0.1242,22.2375,0.2731,1.780634835556248
3495,18.865793228149414,0.15059371292591095,0,23.2777,0.2698,24.268,0.2207,24.5418,0.4429,23.8472,0.3615,26.1335,11.6584,7.4779757777166935
3497,18.87627410888672,-0.592628002166748,1,21.4021,0.0598,21.5528,0.0258,21.151,0.0238,21.1886,0.0298,20.9265,0.0765,4.362785885495343
3497,18.87627410888672,-0.592628002166748,0,24.223,0.4775,23.1739,0.0783,22.4116,0.0599,22.02,0.0601,21.4403,0.1223,8.318721617126114
3501,18.89557647705078,0.5892516374588013,1,21.7253,0.079,21.2391,0.0228,21.1537,0.026,20.7251,0.0267,20.5892,0.0716,1.5167251514490478
3504,18.900131225585938,0.5644223690032959,0,22.6016,0.1326,21.8158,0.0309,21.4323,0.0294,21.2729,0.0364,21.408,0.1238,7.6692482101014114
3504,18.900131225585938,0.5644223690032959,0,23.8978,0.3398,24.391,0.2034,23.1596,0.1038,22.7187,0.1091,22.0869,0.2074,6.252610615974703
3504,18.900131225585938,0.5644223690032959,1,21.7533,0.0983,20.9845,0.0226,19.905,0.0137,19.3989,0.0131,18.9002,0.0269,1.277734743925202
3504,18.900131225585938,0.5644223690032959,0,22.8064,0.2228,22.17,0.053,20.9461,0.028,20.5053,0.0288,20.1267,0.0666,3.4359202886726155
3505,18.90378761291504,-0.0034449556842446327,1,22.894,0.1753,21.3562,0.0235,20.1935,0.0141,19.4793,0.0113,19.0737,0.0249,1.6985120944452983
3506,18.90678596496582,0.34073343873023987,1,19.2141,0.02,19.2294,0.0078,18.9659,0.0073,18.938,0.0088,19.0459,0.0263,2.4661547178900434
3506,18.90678596496582,0.34073343873023987,0,22.2537,0.1256,22.141,0.0449,21.2867,0.0308,21.0147,0.0369,20.6342,0.0964,2.402229646401625
3506,18.90678596496582,0.34073343873023987,0,24.4849,0.5947,24.1525,0.1749,23.3813,0.1282,22.903,0.1351,23.6407,1.0086,5.912947890538885
3510,18.91460609436035,-0.23367822170257568,1,20.3768,0.0364,19.7884,0.0104,19.6993,0.0111,19.6996,0.0135,19.536,0.0369,1.4946928680584193
3510,18.91460609436035,-0.23367822170257568,0,23.1935,0.3139,22.3319,0.0562,21.9882,0.0621,21.5232,0.0605,21.8524,0.3074,6.592027915042596
3510,18.91460609436035,-0.23367822170257568,0,22.9585,0.267,22.8913,0.0919,22.3683,0.0899,22.1547,0.1097,21.8671,0.3285,5.739233725134868
3510,18.91460609436035,-0.23367822170257568,0,28.1522,18.6057,24.7554,0.3069,24.0678,0.2627,23.6167,0.2614,22.3929,0.3403,8.880536755867356
3511,18.915069580078125,-0.3662911355495453,1,20.2028,0.0324,19.9355,0.0112,19.6492,0.0108,19.6423,0.0121,19.478,0.0317,2.2472850820610004
3511,18.915069580078125,-0.3662911355495453,0,22.127,0.1214,21.2627,0.0256,20.9363,0.0268,20.7237,0.0302,20.6676,0.0938,9.734517254309687
3511,18.915069580078125,-0.3662911355495453,0,23.1544,0.2206,22.6639,0.0587,22.4497,0.0708,21.9456,0.065,21.595,0.1613,5.491944583532223
3511,18.915069580078125,-0.3662911355495453,0,99.0,99.0,23.3892,0.1286,23.1263,0.16,23.2367,0.2653,22.5758,0.5023,9.886294504182418
3516,18.925539016723633,0.38320061564445496,1,19.6617,0.0249,19.7757,0.0102,19.517,0.0097,19.4523,0.0116,19.4509,0.0343,1.1166810703060623
3516,18.925539016723633,0.38320061564445496,0,22.5183,0.138,21.5628,0.0276,21.2596,0.0277,21.0424,0.0331,21.1889,0.1329,9.4619574819684
3516,18.925539016723633,0.38320061564445496,0,23.2941,0.2238,22.3238,0.0428,21.9928,0.0425,21.7916,0.053,21.9205,0.2165,6.766150717513625
3516,18.925539016723633,0.38320061564445496,0,25.9283,2.1292,24.9512,0.3395,24.3722,0.298,24.0938,0.3732,99.0,99.0,5.868305208631877
3516,18.925539016723633,0.38320061564445496,0,23.414,0.4367,23.0153,0.1189,22.6439,0.1234,21.812,0.0949,21.8675,0.3956,5.862064470177102
3517,18.93327522277832,0.33720874786376953,1,20.4507,0.0373,20.1822,0.0125,19.8647,0.0116,19.9191,0.0152,19.9349,0.047,1.3991548234933715
3517,18.93327522277832,0.33720874786376953,0,24.6761,0.6068,24.264,0.1657,24.2844,0.2392,24.0232,0.302,99.0,99.0,6.854134185307576
3522,18.953222274780273,-0.26005101203918457,0,20.0146,0.0298,18.0281,0.0044,17.2083,0.0032,16.9154,0.0028,16.76,0.0067,6.735842789887714
3522,18.953222274780273,-0.26005101203918457,1,22.3276,0.1466,21.3614,0.0281,20.0883,0.0154,19.5657,0.0131,19.1894,0.0307,1.1748441794840672
3522,18.953222274780273,-0.26005101203918457,0,23.7723,0.2994,23.894,0.1283,23.5303,0.1439,24.0408,0.33,22.4861,0.2871,9.561342680598978
3522,18.953222274780273,-0.26005101203918457,0,24.2441,0.5028,24.4338,0.2267,23.9255,0.2308,23.0346,0.1532,22.4045,0.3057,6.881553916859949
3522,18.953222274780273,-0.26005101203918457,0,99.0,99.0,24.5947,0.2993,22.9498,0.1127,22.8402,0.1488,23.0001,0.6021,7.208920475778377
3526,18.967065811157227,-0.04608554765582085,1,22.6083,0.1384,22.0007,0.0343,21.5928,0.0334,21.2175,0.0334,20.672,0.0759,2.786565560650009
3526,18.967065811157227,-0.04608554765582085,0,99.0,99.0,23.7843,0.1304,22.0446,0.0475,20.7177,0.0243,20.1831,0.0541,6.957217948906768
3526,18.967065811157227,-0.04608554765582085,0,26.0233,2.4616,25.7122,0.6577,23.8906,0.206,22.7048,0.1077,21.9648,0.221,5.31353078888429
3527,18.96721076965332,-0.5164693593978882,1,21.8246,0.087,21.4739,0.0268,21.0865,0.0257,20.5448,0.0219,20.1128,0.0497,2.281317862709362
3527,18.96721076965332,-0.5164693593978882,0,24.8355,0.6743,24.8431,0.25,24.0809,0.1964,24.2954,0.3518,23.4623,0.5758,9.008675446899046
3532,19.002267837524414,-0.01668871007859707,1,26.2266,3.1951,20.7053,0.0164,20.2726,0.0147,20.1722,0.0171,20.0539,0.0484,3.1649290552239715
3532,19.002267837524414,-0.01668871007859707,0,25.2157,1.0657,24.1321,0.1492,23.9721,0.1913,23.3313,0.1645,22.7363,0.377,8.63877703351117
3534,19.00675392150879,0.1948477178812027,1,22.14,0.1873,21.0741,0.0283,20.3668,0.0232,20.0038,0.0248,19.7361,0.0715,3.008728108633471
3537,19.016597747802734,-0.5516765117645264,1,22.9147,0.1637,22.2138,0.0393,21.6051,0.0329,21.3934,0.0361,21.1491,0.0955,3.136014798166708
3538,19.031373977661133,-0.12316715717315674,1,23.5741,0.2382,23.8611,0.1077,23.3138,0.0992,23.0411,0.1143,23.1235,0.4643,0.3227754488214038
3538,19.031373977661133,-0.12316715717315674,0,25.7013,1.2562,24.5301,0.1665,24.1884,0.1826,24.1289,0.2573,24.4712,1.3721,7.882175359036588
3538,19.031373977661133,-0.12316715717315674,0,25.1514,0.7936,25.1591,0.284,24.1012,0.1713,24.001,0.2333,23.6966,0.6959,9.985931873718986
3539,19.04037857055664,-0.38577303290367126,0,24.8391,1.0949,24.6545,0.3509,23.3675,0.1834,22.1826,0.0983,21.476,0.1792,5.094946930637726
3539,19.04037857055664,-0.38577303290367126,1,22.739,0.185,22.9269,0.0823,22.1388,0.0656,21.5948,0.0606,20.4627,0.0775,1.904552751747546
3539,19.04037857055664,-0.38577303290367126,0,23.4368,0.3569,23.431,0.1349,22.7971,0.1245,22.1152,0.1038,21.5331,0.2109,7.778847877342618
3540,19.040922164916992,-0.3005872070789337,1,20.5427,0.0418,19.5748,0.0096,18.7915,0.0071,18.359,0.0061,17.9485,0.0134,1.6325157071548875
3543,19.052654266357422,-0.10917193442583084,1,17.5972,0.0131,15.7303,0.0016,14.8655,0.0011,14.4186,0.0011,14.1287,0.0024,5.137917525829128
3545,19.062227249145508,-0.2584249675273895,1,20.6109,0.0426,18.1577,0.0047,16.7479,0.0026,15.8296,0.0017,15.33,0.0034,3.1466360065403527
3545,19.062227249145508,-0.2584249675273895,0,99.0,99.0,24.1866,0.2271,22.9012,0.1167,21.6908,0.0606,21.0212,0.113,8.885580894965376
3552,19.09402847290039,0.12701931595802307,1,22.898,0.1789,21.4803,0.0254,20.2257,0.0144,19.6656,0.0126,19.3608,0.0299,3.4857201330233085
3552,19.09402847290039,0.12701931595802307,0,24.3683,0.4875,24.0464,0.1332,23.7298,0.1522,23.0456,0.1255,22.3454,0.2544,9.28945777377828
3557,19.115591049194336,-0.21787786483764648,1,19.4769,0.0224,19.2534,0.0079,19.2561,0.0087,19.0537,0.0093,18.8847,0.0235,1.000604030227188
3557,19.115591049194336,-0.21787786483764648,0,24.0881,0.3226,24.3014,0.1378,24.1421,0.1771,24.6887,0.4311,24.2232,1.0912,9.48436609740826
3557,19.115591049194336,-0.21787786483764648,0,25.3255,1.1958,24.6718,0.237,24.149,0.2357,24.0164,0.319,23.7233,0.9483,9.986855597195744
3558,19.121139526367188,0.15084810554981232,1,20.1306,0.0313,20.1619,0.0124,19.8662,0.0119,19.886,0.0148,20.0185,0.0496,2.2286656949015797
3559,19.125829696655273,0.09471395611763,1,19.5883,0.0365,18.4651,0.0064,18.0356,0.006,17.7617,0.0065,17.6647,0.0199,2.9304525623402036
3563,19.132530212402344,-0.43517711758613586,1,20.4488,0.0371,20.4807,0.015,20.1172,0.014,20.1387,0.0166,19.9781,0.0453,1.9389044512115605
3563,19.132530212402344,-0.43517711758613586,0,25.32,1.7228,24.1505,0.2313,23.7728,0.25,23.5917,0.3287,22.6935,0.5105,3.701693214370734
3563,19.132530212402344,-0.43517711758613586,0,24.6878,0.6502,24.5899,0.2305,24.4256,0.2953,24.0504,0.3275,99.0,99.0,7.777595907855281
3563,19.132530212402344,-0.43517711758613586,0,99.0,99.0,24.6982,0.1954,24.1673,0.1826,24.1993,0.2794,23.4314,0.4901,9.655522924664066
3564,19.140134811401367,0.10689631849527359,1,18.8458,0.0165,18.7634,0.0062,18.5092,0.0059,18.4442,0.0067,18.4652,0.0183,1.1818803934245057
3574,19.210378646850586,-0.306776762008667,1,22.6868,0.225,21.7529,0.0413,20.5852,0.0239,19.7871,0.0172,19.3544,0.0382,2.4689349663101754
3575,19.21673583984375,-0.10469082742929459,1,19.5422,0.023,19.2782,0.0079,19.1981,0.0083,18.9395,0.0085,18.9843,0.0242,2.2851510986413692
3576,19.226722717285156,-0.320171594619751,1,19.5568,0.0246,17.033,0.0028,15.6043,0.0015,14.2085,8.0E-4,13.3849,0.0014,3.763791540336809
3580,19.243547439575195,-0.11434460431337357,0,23.1092,0.3266,21.5477,0.0337,20.2145,0.017,19.6842,0.0156,19.2492,0.0379,7.916860164395468
3580,19.243547439575195,-0.11434460431337357,1,25.0539,1.2146,23.8434,0.1485,23.0454,0.1114,22.05,0.071,21.2221,0.133,1.5134140610528053
3582,19.246517181396484,0.3245871365070343,1,19.0338,0.0249,17.3493,0.0035,16.5535,0.0025,16.1228,0.0024,15.8657,0.006,5.0824414846024855
3583,19.247350692749023,-0.09255471080541611,1,20.8529,0.046,20.4559,0.0144,20.2861,0.0149,20.2467,0.018,20.1091,0.0515,1.2702843509992552
3585,19.249500274658203,-0.02513650245964527,1,21.4902,0.0657,21.4657,0.0247,21.1302,0.0243,21.0382,0.0295,21.1222,0.1081,5.403852715407816
3585,19.249500274658203,-0.02513650245964527,0,99.0,99.0,24.8865,0.2579,23.9296,0.1711,23.0171,0.1157,22.4659,0.2753,9.255502842984269
